;nr;file;year;page;source;context;cluster;nz;loc
1013;2228;1668_Gent_Bill_08;1668;7;cronijcken staet pm;Cronijcken staet PM;8;Z;c
1014;2229;1668_Gent_Bill_08;1668;12;brieven van advijs;brieven van advijs an sijn Mat weghens;2;Z;c
1015;2230;1668_Gent_Bill_08;1668;20;tijdinghe met brieven;Quaede tijdinghe met brieven  van Madrid weghens;7;Z;c
1016;2232;1668_Gent_Bill_08;1668;29;octroij;coope doen stellen hebben uijt crachte van  Octroij ver;1;Z;c
1017;2233;1668_Gent_Bill_08;1668;29;sij;oncosten die Jaerlicx op de voiagen quamen soo segghen  sij;6;Z;c
1018;2231;1668_Gent_Bill_08;1668;29;den pollicieboeck no 7 an folio 5;als in  den pollicieboeck No 7 an folio 5 is te siene waerop;8;Z;c
1019;2235;1668_Gent_Bill_08;1668;31;hij;hij  gaf mij voor antworde dat de selve plaetse hem;6;Z;c
1020;2234;1668_Gent_Bill_08;1668;31;ick;fessie was ghebruijckende ende noodich hadde Ick;6;Z;c
1021;2236;1668_Gent_Bill_08;1668;39;eenighe;disputeert  Eenighe segghen dat het is de faute van;6;Z;c
1022;2237;1668_Gent_Bill_08;1668;39;haer diffenderen;haer diffenderen ende segghen dat de faute compt van;6;Z;c
1023;2238;1668_Gent_Bill_08;1668;40;tijdinghe;tijdinghe  dat sijn Exe den Marquis van Castel;7;Z;c
1024;2239;1668_Gent_Bill_08;1668;40;men;ghecom men  sijn soomen seijde dat den heere van;6;Z;c
1025;2241;1668_Gent_Bill_08;1668;47;de de brieven;ende daer over an sijn Exe gheschreven en de de brieven;2;Z;c
1026;2240;1668_Gent_Bill_08;1668;47;den tweede grave;in effect Commissaris Daer op den tweede Grave;1;Z;c
1027;2242;1668_Gent_Bill_08;1668;50;oostende;Oostende  dat daer in eenighe luttel daeghen wel 38 Schepen;2;Z;c
1028;2243;1668_Gent_Bill_08;1668;51;de schep ghecommitteerde schepenen van ghedeele;midden van hun beede stelden daerteghens de Schep ghecommitteerde Schepenen van Ghedeele  quamen in;1;Z;c
1029;2247;1668_Gent_Bill_08;1668;53;dheer olivier weesaert;niet in ons presencie maer  dheer Olivier Weesaert sprack ende seijde wij betrouwen;6;Z;c
1030;2246;1668_Gent_Bill_08;1668;53;ick;Ick seijde dat mijn heeren ons souden believen te Excuzeren;6;Z;c
1031;2245;1668_Gent_Bill_08;1668;53;folio 8;Mat aen  folio 8  daer in hij consenteerde ende ginghen;8;Z;c
1032;2244;1668_Gent_Bill_08;1668;53;den pollicieboeck no 1 an folio 6 verso;staet par Copije in den Pollicieboeck No 1 an folio 6 verso ende de voorseijde agreatie van sijne;8;Z;c
1033;2248;1668_Gent_Bill_08;1668;54;tijdijnghe met de brieven;tijdijnghe met de brieven  van Bruijsel ende Antwerpen hoe dat;7;Z;c
1034;2249;1668_Gent_Bill_08;1668;54;men;sullen op sijnen tijt verwachten Men seght dat desen brandt;6;Z;c
1035;2252;1668_Gent_Bill_08;1668;55;de brieven;Immers soo de brieven ende advijsen van diversche zee steden;2;Z;c
1036;2253;1668_Gent_Bill_08;1668;55;de sekere tijdijnghe;naerdere en de sekere tijdijnghe van de waerheijt sullen wij par;7;Z;c
1037;2250;1668_Gent_Bill_08;1668;55;den roep ende tijdinghe;deser  soo begonsten hier te loopen den roep ende tijdinghe van;7;Z;c
1038;2251;1668_Gent_Bill_08;1668;55;seker tijdinghe;de waerheijt maer ten lesten creeghen wij seker tijdinghe;7;Z;c
1039;2254;1668_Gent_Bill_08;1668;56;twee differente brieven;gheroert soo hebbe ghesien twee differente brieven gheschreven;2;Z;c
1040;2255;1668_Gent_Bill_08;1668;57;eenen brief van londen;Propost an folio 27 soo creeghen wij eenen brief van Londen;2;Z;c
1041;2258;1668_Gent_Bill_08;1668;58;brief van vlissinghe;brief van Vlissinghe  in daete van den 21en Junij 1665;2;Z;c
1042;2257;1668_Gent_Bill_08;1668;58;de brieven van zeelandt;de brieven van Zeelandt  de naervolghende tijdinghe met eenen;2;Z;c
1043;2256;1668_Gent_Bill_08;1668;58;eenen anderen brief;Eenen anderen brief;2;Z;c
1044;2259;1668_Gent_Bill_08;1668;59;j eenen brief van amsterdam;Den selven dito creeghen wi j eenen brief van Amsterdam;2;Z;c
1045;2260;1668_Gent_Bill_08;1668;60;copije;Ghedeele hier nefffens bij  Copije gaende weghens;1;Z;c
1046;2261;1668_Gent_Bill_08;1668;61;annex cote b;annex Cote B  Ende dese supplianten op den xxen daer;1;Z;c
1047;2262;1668_Gent_Bill_08;1668;61;repl cotte c;naer vande repl Cotte C die an de voornomde Schepenen;1;Z;c
1048;2264;1668_Gent_Bill_08;1668;63;een tijdinghe;die mij quaemen segghen dat sij een tijdinghe van Bruijsel ontfanghen;7;Z;c
1049;2263;1668_Gent_Bill_08;1668;63;meester pieter van audenaerde ende mr jan de scheppere;Meester Pieter van Audenaerde ende Mr Jan de Scheppere;6;Z;c
1050;2266;1668_Gent_Bill_08;1668;64;brieven;alreede met brieven ghedaen hadde ghelijck hun was bekendt ende;2;Z;c
1051;2265;1668_Gent_Bill_08;1668;64;ick;soude willen andermael recommanderen Ick  gaf hun voor;6;Z;c
1052;2267;1668_Gent_Bill_08;1668;64;sij;dat sij  seijden souden doen;6;Z;c
1053;2268;1668_Gent_Bill_08;1668;65;eenen sekeren brief van bruijsel;te communiqueren eenen sekeren brief van Bruijsel  gheschreven;2;Z;c
1054;2269;1668_Gent_Bill_08;1668;66;men;soldaeten bij een waeren vergaedert die men  meende onder het pretecxt;6;Z;c
1055;2270;1668_Gent_Bill_08;1668;67;ick;invalt  Ick seijde haer voor Antworde dat sij haer moeste;6;Z;c
1056;2271;1668_Gent_Bill_08;1668;68;men;mandekens met gheldt bedraeghende de somme soo men;6;Z;c
1057;2272;1668_Gent_Bill_08;1668;69;van madrid van den lesten junij ende primo deser;van Madrid van den lesten Junij ende Primo deser de naervol;2;Z;c
1058;2273;1668_Gent_Bill_08;1668;71;met de brieven van italien;met de brieven van Italien die oock niet seer goet en was te;2;Z;c
1059;2275;1668_Gent_Bill_08;1668;73;voorghebode;voorghebode  laeten publiceren hebben diveersche artijckelen;1;Z;c
1060;2274;1668_Gent_Bill_08;1668;73;sterck gheruchte;een  sterck gheruchte;5;Z;c
1061;2277;1668_Gent_Bill_08;1668;82;dese ghedruckte ende ghepubliceerde ordonnantien;Boven dese ghedruckte ende ghepubliceerde Ordonnantien  Soo sijnder depost noch meer;1;Z;c
1062;2276;1668_Gent_Bill_08;1668;82;ese ordonnantien ende statuten;D ese Ordonnantien ende Statuten  sijn;1;Z;c
1063;7267;1668_Gent_Bill_10;1668;4;advijs van confirimatie;Advijs van Confirimatie  vanden grooten brandt in het Vlie Folio 89;1;Z;c
1064;7266;1668_Gent_Bill_10;1668;4;advijs van hollandt;Advijs van Hollandt  vanden 2en slach in Zee Folio 88;1;Z;c
1065;7265;1668_Gent_Bill_10;1668;4;advijsen van londen;Advijsen van Londen Raeckende den tweeden Zeeslach 85 verso;1;Z;c
1066;7264;1668_Gent_Bill_10;1668;4;diversche tractaeten van vrede;Apparentie van  diversche Tractaeten van Vrede  folio 26 verso;1;Z;c
1067;7270;1668_Gent_Bill_10;1668;5;brief van advijs vuijt de stadt van final;Brief van Advijs vuijt de Stadt van Final  folio 96 verso;2;Z;c
1068;7269;1668_Gent_Bill_10;1668;5;brief van milaenen;Brief van Milaenen  met Advijs vande compste vande Keijserinne 96;2;Z;c
1069;7268;1668_Gent_Bill_10;1668;5;briefven van amsterdam;Briefven van Amsterdam brijnghen quaede Tijdijnghen folio 94 verso;2;Z;c
1070;7271;1668_Gent_Bill_10;1668;5;riefven met confirmatie v;B riefven met confirmatie v ant belech vande Stadt Bremen folio 105;2;Z;c
1071;7273;1668_Gent_Bill_10;1668;6;confirmatie;Confirmatie  vande Paijs tusschen Munster ende Hollandt folio 34 verso;1;Z;c
1072;7272;1668_Gent_Bill_10;1668;6;copije vande ordonnantie;Copije vande ordonnantie  van onsen bijlegh folio 2 verso;1;Z;c
1073;7274;1668_Gent_Bill_10;1668;7;copie van dordinantie;Copie van dordinantie van onsen bijlegh Folio 2;1;Z;c
1074;7276;1668_Gent_Bill_10;1668;7;declaratie van oorloghe vande inghelandt an vranckerijcke;Declaratie van Oorloghe vande Inghelandt an Vranckerijcke folio 21;1;Z;c
1075;7275;1668_Gent_Bill_10;1668;7;declaratie van orloghe;Declaratie van Orloghe tot Parijs teghens Inghelant 7 verso;1;Z;c
1076;7277;1668_Gent_Bill_10;1668;10;diversche tractaten van vrede;Groote Apparentie van  diversche Tractaten van Vrede  folio 26 verso;1;Z;c
1077;7278;1668_Gent_Bill_10;1668;10;groote gheruchten;Groote gheruchten van Peste binnen Ghendt Folio 33 verso;5;Z;c
1078;7279;1668_Gent_Bill_10;1668;11;van dordinantie;van dordinantie  van onsen bijlegh folio 2;1;Z;c
1079;7280;1668_Gent_Bill_10;1668;15;memorie;Memorie ghesonden anden Procureur Lust Folio 68 verso;4;Z;c
1080;7281;1668_Gent_Bill_10;1668;18;publicatie vande paijs;Publicatie vande Paijs  tusschen den Bisschop van Munster ter;1;Z;c
1081;7282;1668_Gent_Bill_10;1668;19;quade mare;Quade mare weghens de contagieuse sieckte folio 24 verso;5;Z;c
1082;7283;1668_Gent_Bill_10;1668;19;tijdijnghe;Quaede  tijdijnghe  weghensde contagieuse zieckte tot Bruggh 84 verso;7;Z;c
1083;7284;1668_Gent_Bill_10;1668;20;reglement van het inlegh gheldt;Reglement van het Inlegh gheldt  ghedt Sijnde het 2e  folio 31;1;Z;c
1084;7285;1668_Gent_Bill_10;1668;20;reglementt van het inlegh geldt;Reglementt van het Inlegh geldt comptvuijtden druck folio 45verso;1;Z;c
1085;7288;1668_Gent_Bill_10;1668;20;relaes;Relaes van haere Maijesteijt de Keijserinne te lande van;1;Z;c
1086;7287;1668_Gent_Bill_10;1668;20;relaes van confirmatie;Relaes van Confirmatie  vande grooten Brandt inhet Vlie folio 89;1;Z;c
1087;7286;1668_Gent_Bill_10;1668;20;relaes van hollandt van 2e slach in zee;Relaes van Hollandt van 2e slach in Zee  folio 88;1;Z;c
1088;7289;1668_Gent_Bill_10;1668;22;ijdijnghe;T ijdijnghe van het Vuijtcoopen vande Landtvlote vande gheunierde Provintien 95;5;Z;c
1089;7290;1668_Gent_Bill_10;1668;23;vrede ghepubliceert;Vrede ghepubliceert  tusschen Munster ende Hollandt folio 43 verso;1;Z;c
1090;7291;1668_Gent_Bill_10;1668;27;sij;alle hunne Originele papieren ofte stucx verloren soo sij;6;Z;c
1091;7294;1668_Gent_Bill_10;1668;28;ene copije van dordinantie;ligghende om te hebben ene Copije van dOrdinantie;1;Z;c
1092;7293;1668_Gent_Bill_10;1668;28;sij;voorseijden man die  sij seijde noch sieck te bedde was;6;Z;c
1093;7292;1668_Gent_Bill_10;1668;28;den pollicieboeck no 5 an folio 31;selve gheregistreert staet In den Pollicieboeck No 5 an folio 31 Ten tweeden de Lijste van hunne;8;Z;c
1094;7295;1668_Gent_Bill_10;1668;29;brieven van spaignien ende van inghelant;brieven van Spaignien ende van Inghelant andermael;2;Z;c
1095;7296;1668_Gent_Bill_10;1668;30;convocatie;convocatie van de Heeren Gheestelicke ende Vier Leden;1;Z;c
1096;7297;1668_Gent_Bill_10;1668;31;de brieven van bruijsel ende antwerpen;advijs met de brieven van Bruijsel ende Antwerpen  de;2;Z;c
1097;7298;1668_Gent_Bill_10;1668;31;de leste brieven van spaignien;welcke aligueerden hoe dat de leste brieven van Spaignien;2;Z;c
1098;7299;1668_Gent_Bill_10;1668;32;de selve brieven;hebben bekent Voorders soo brenghen de selve brieven oock mede dat men sterck;2;Z;c
1099;7300;1668_Gent_Bill_10;1668;33;tijdinghe met de bieven van parijs;tijdinghe met de bieven van Parijs  de Doodt van de;7;Z;c
1100;7301;1668_Gent_Bill_10;1668;35;het landtvolck;de groote clachten van het Landtvolck die generaelick seijden segghen;6;Z;c
1101;7302;1668_Gent_Bill_10;1668;36;eenighe expresse soo van enghelandt als van spaignen;van eenighe expresse soo van Enghelandt als van Spaignen;2;Z;c
1102;7303;1668_Gent_Bill_10;1668;36;men;naeste omligghende straeten Men seijde dat sijne Ecceltie;6;Z;c
1103;7305;1668_Gent_Bill_10;1668;37;copije vande voorseijde acte van non preiudicie;Copije vande voorseijde Acte van non preiudicie  hier boven;1;Z;c
1104;7306;1668_Gent_Bill_10;1668;38;van credentie ende de procuratie;van Credentie ende de Procuratie  van Marij Anna Conin;1;Z;c
1105;7308;1668_Gent_Bill_10;1668;39;brief vanden spaensschen ambassadeur den heer molino;brief vanden Spaensschen Ambassadeur den Heer Molino hoe;2;Z;c
1106;7307;1668_Gent_Bill_10;1668;39;de selve briefven;de selve briefven sijn Exelentie gheadviseert wiert hoe;2;Z;c
1107;7309;1668_Gent_Bill_10;1668;44;de ghenoode;cable gheweest naer het segghen van de ghenoode die;6;Z;c
1108;7311;1668_Gent_Bill_10;1668;47;tijdijnghen van inghelandt m;tijdijnghen van Inghelandt m ede bringhende hoe dat den;7;Z;c
1109;7310;1668_Gent_Bill_10;1668;47;men;ende ondertusschen exacte huijssoeckijnghe doen soo dat men;6;Z;c
1110;7312;1668_Gent_Bill_10;1668;48;publiceren;ende publiceren binnen de stadt van Londen inde naervolghende;1;Z;c
1111;7313;1668_Gent_Bill_10;1668;49;een briefken vanden heere hooghbailliu;Stadt was ghesloten soo wiert hij met een briefken vanden Heere Hooghbailliu daer vuijt ghelaeten;2;Z;c
1112;7316;1668_Gent_Bill_10;1668;51;een quaede maere;een quaede maere ghestroijt die veel Menschen was bedroefvende;5;Z;c
1113;7317;1668_Gent_Bill_10;1668;51;men;ende van daer ghecom men was soo men zeijde inde Prochien;6;Z;c
1114;7319;1668_Gent_Bill_10;1668;53;briefven van het hof van bruijssel;Denselven dito Soo quamender  briefven van het Hof van Bruijssel;2;Z;c
1115;7318;1668_Gent_Bill_10;1668;53;hun;sij ter maert brijnghen naer hun  zegghen is goeden coop ende;6;Z;c
1116;7322;1668_Gent_Bill_10;1668;54;de fransche biefven;soomen adviseert met de Fransche biefven tot Parijs in het Hof;2;Z;c
1117;7321;1668_Gent_Bill_10;1668;54;men;Ambassadeurs ende Ghesanten  men zeijde wel tot elfve ofte;6;Z;c
1118;7323;1668_Gent_Bill_10;1668;55;eenen brief vande heeren president ende raede van vlaenderen;eenen brief vande Heeren President ende Raede van Vlaenderen;2;Z;c
1119;7325;1668_Gent_Bill_10;1668;56;den graeve;Den Graeve  zeijde dat hij drije ofte viere van dese Ruijters wel;6;Z;c
1120;7324;1668_Gent_Bill_10;1668;56;welghemonteerde ruijters;welghemonteerde Ruijters  die zeijden anden Graeve met een;6;Z;c
1121;7328;1668_Gent_Bill_10;1668;58;een copije autenticque van het tweede reglement van het inlegh gheldt;een copije autenticque van het tweede reglement van het Inlegh gheldt dat hij tot Bruijssel vervolght bij sijne Mat in sijnen;1;Z;c
1122;7326;1668_Gent_Bill_10;1668;58;men;grooten ende Sonderlijnghen Vriendt zoo men zeght van Don;6;Z;c
1123;7327;1668_Gent_Bill_10;1668;58;men;met 60 metalen stucken soo men heeft gheseijt daer af wij;6;Z;c
1124;7330;1668_Gent_Bill_10;1668;59;hij;vande Vierschaere hij  zeijde Jae maer dat met meenijnghe dat;6;Z;c
1125;7329;1668_Gent_Bill_10;1668;59;hij;zeijde hij  mijn Heeren Ick hebbe gheseijt vande stucx die;6;Z;c
1126;7332;1668_Gent_Bill_10;1668;60;eenen expressen van bruijssel;desavonts Soomen zeijde eenen Expressen van Bruijssel  met ordre;2;Z;c
1127;7331;1668_Gent_Bill_10;1668;60;men;desavonts Soo men zeijde eenen Expressen van Bruijssel met ordre;6;Z;c
1128;7333;1668_Gent_Bill_10;1668;65;ghelijcke beschrijvijnge;ghelijck het soo is gheschiet Ghelijcke beschrijvijnge wiert oock ghedaen an alle;8;Z;c
1129;7334;1668_Gent_Bill_10;1668;66;de ghedruckte lijste vande heeren ghedeputeerde vande voorseijde cavalcata;die te siene sien in de ghedruckte lijste vande heeren ghedeputeerde vande voorseijde Cavalcata;4;Z;c
1130;7335;1668_Gent_Bill_10;1668;68;sijne exe;sijne Exe sprack Ick Sweere ende Beloofe waer;6;Z;c
1131;7336;1668_Gent_Bill_10;1668;70;diversche heeren;naer het zegghen van diversche heeren  die in dit tract;6;Z;c
1132;7337;1668_Gent_Bill_10;1668;73;men;erden ende Vaenen die zouden soo men zeijde onder de;6;Z;c
1133;7338;1668_Gent_Bill_10;1668;74;eenen brief van sijn exe;was gheschiet Maer  eenen brief van Sijn Exe;2;Z;c
1134;7339;1668_Gent_Bill_10;1668;75;het reglement van sijne maijesteijt;druck int publijck  het Reglement van sijne Maijesteijt;1;Z;c
1135;7340;1668_Gent_Bill_10;1668;75;men;men  zeijde voor dese Stadt van Ghendt  te weten voor;6;Z;c
1136;7341;1668_Gent_Bill_10;1668;77;eenen expressen;aldaer inder haeste eenen Expressen naer het hof van Bruijssel;2;Z;c
1137;7342;1668_Gent_Bill_10;1668;78;men;door den hoop hebbende ghequetst soo men zeijde vijf;6;Z;c
1138;7343;1668_Gent_Bill_10;1668;84;men;beclaeghende alleene soo men  zeijde dat dit costelick;6;Z;c
1139;7344;1668_Gent_Bill_10;1668;86;men;pretentien Debatten ende soustenuen soo men  seght wierden ghedaen;6;Z;c
1140;7345;1668_Gent_Bill_10;1668;92;tijdijnghe;Tijdijnghe  over Parijs dat tot Turijn  de hertogghinne van;7;Z;c
1141;7350;1668_Gent_Bill_10;1668;93;parijs;Parijs;3;Z;c
1142;7346;1668_Gent_Bill_10;1668;93;briefven van inghelandt;briefven van Inghelandt  ghedateert tot Londen den;2;Z;c
1143;7348;1668_Gent_Bill_10;1668;93;de selve briefven;De selve briefven  brochten oock mede hoe dat de;2;Z;c
1144;7349;1668_Gent_Bill_10;1668;93;men;sal consisteren soo men  zeght in vier of vijfventachtentich;6;Z;c
1145;7347;1668_Gent_Bill_10;1668;93;men;te tasten ende te bevechten de welcke  men zeijde;6;Z;c
1146;7351;1668_Gent_Bill_10;1668;94;men;men zeght hij een vriengelicke maer in effect een slechte;6;Z;c
1147;7352;1668_Gent_Bill_10;1668;94;men;Vlagghe te bezetten alsoo men zeijde dat hij op Ancker lagh;6;Z;c
1148;7353;1668_Gent_Bill_10;1668;95;die;Die wiste te zegghen met veel omstandicheden hoe hart dat;6;Z;c
1149;7356;1668_Gent_Bill_10;1668;96;tijdijnghe;maeckte dat hij tijdijnghe ontfanghen hadde dat sijn Armaede;7;Z;c
1150;7354;1668_Gent_Bill_10;1668;96;men;om daer te doen accepteren Soo men zeijde voor acht hondert;6;Z;c
1151;7357;1668_Gent_Bill_10;1668;97;de propositie;Officier  De propositie dan door den voorseijden Heer Pensionn;1;Z;c
1152;7359;1668_Gent_Bill_10;1668;98;reqte vanweghen mr michiel tallebeke;gheinsinueert vondt met de nefens gaende Reqte vanweghen Mr Michiel Tallebeke  Dewelcke daer daedelick;1;Z;c
1153;7360;1668_Gent_Bill_10;1668;98;sijn reqte;Sijn Reqte te kennen dieversche zaecken die abusijf sijn;1;Z;c
1154;7358;1668_Gent_Bill_10;1668;98;pollitijeboeck no 2 an folio 7 verso ende 8 mitsghs;gheannoteert staen in Mijnen Pollitijeboeck No 2 an folio 7 verso ende 8 mitsghs de naervolghende Memorien;8;Z;c
1155;7363;1668_Gent_Bill_10;1668;99;reqte ende rekenijnghe;Reqte ende Rekenijnghe  die hij an mijn Heeren Schepenen;1;Z;c
1156;7362;1668_Gent_Bill_10;1668;99;ick;afvraeghde Ick zeijde haer die niet en mochte gheven;6;Z;c
1157;7361;1668_Gent_Bill_10;1668;99;ick;helpen Ick  zeijde haer dat Ick een Confusie Memorie hadde;6;Z;c
1158;7364;1668_Gent_Bill_10;1668;104;seecker tijdijnghe;ende  seecker tijdijnghe  weghens den Staet ende ghesteltenissen;7;Z;c
1159;7365;1668_Gent_Bill_10;1668;105;men;waeren int ghesichte voor het Landt Men zeght dat de;6;Z;c
1160;7368;1668_Gent_Bill_10;1668;107;briefven van inghelant;briefven van Inghelant  de confirmatie hoe dat de hollandtsche;2;Z;c
1161;7370;1668_Gent_Bill_10;1668;108;briefven;Briefven  te weten die van Cadix brochten oock;2;Z;c
1162;7369;1668_Gent_Bill_10;1668;108;de letste briefen van madrid;Met de letste Briefen van Madrid  in daete vanden;2;Z;c
1163;7371;1668_Gent_Bill_10;1668;109;de selve briefven van milaenen;De selve Briefven van Milaenen adviseren mede dat;2;Z;c
1164;7372;1668_Gent_Bill_10;1668;110;men;die men seijde drije in ghetal te sijn seer groote fraije;6;Z;c
1165;7374;1668_Gent_Bill_10;1668;116;men;Roode Vlagghe &a Onse Schepen soo men  hier seght;6;Z;c
1166;7375;1668_Gent_Bill_10;1668;117;brieven van amsterdam;Brieven van Amsterdam  vanden 23en Augustus 1666;2;Z;c
1167;7378;1668_Gent_Bill_10;1668;123;briefven van bruijssel vuijt het hof van madrid;Madrid aldaer waeren ghearriveert d Briefven van Bruijssel vuijt het hof van Madrid riefvel vuijt het hof van;2;Z;c
1168;7379;1668_Gent_Bill_10;1668;123;tijdijnghe;welcke mede brochten goede apparente tijdijnghe vande Vrede met;7;Z;c
1169;7377;1668_Gent_Bill_10;1668;123;sij;wiert vercocht ten cleijnen prijse alsoo sij seijden sij sulx;6;Z;c
1170;7381;1668_Gent_Bill_10;1668;124;amsterdam ende vanden haeghe droeve tijdijnghe;Ghendt hoe dat de Inghelsch Amsterdam ende vanden Haeghe droeve tijdijnghe ende droeve tijdijnghe mede hier;7;Z;c
1171;7382;1668_Gent_Bill_10;1668;124;men;op een nieuw de vloote vande Oosten bestaende soo men daer;6;Z;c
1172;7383;1668_Gent_Bill_10;1668;125;de briefven van amsterdam;de briefven van Amsterdam mede hoe dat den heere;2;Z;c
1173;7384;1668_Gent_Bill_10;1668;125;26en augustus;26en Augustus de welcke Inhielden het naervolghende;1;Z;c
1174;7386;1668_Gent_Bill_10;1668;127;men;soo men seght in de Polders vande Limijtscheijdijnghe daer hij oock;6;Z;c
1175;7387;1668_Gent_Bill_10;1668;129;men;eeenighe vande Supposten vanden Raede soo men zeijde in;6;Z;c
1176;7388;1668_Gent_Bill_10;1668;130;briefven van amborgh;briefven van Amborgh  in date vanden 7en Septembre voorseijt;2;Z;c
1177;7389;1668_Gent_Bill_10;1668;130;men;heuren wesende overvallen soo men eerst meende van een;6;Z;c
